JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId
3330	Contraception, fertilite, sexualite	Contracept Fertil Sex (Paris)	0301-861X		Contracept Fertil Sex (Paris)	411244
3332	Cytobiologie	Cytobiologie	0070-2463		Cytobiologie	235440
3337	Experimental cell biology	Exp Cell Biol	0304-3568		Exp. Cell Biol.	7701827
3338	Gynecologie	Gynecologie	0301-2204		Gynecologie	376762
3339	The Indian journal of animal sciences	Indian J Anim Sci	0367-8318		Indian J Anim Sci	221656
3340	Indian journal of chemistry	Indian J Chem	0019-5103		Indian J Chem	7613423
3343	IPPF medical bulletin	IPPF Med Bull	0019-0357		IPPF Med Bull	166245
3344	Iugoslavica physiologica et pharmacologica acta	Iugosl Physiol Pharmacol Acta	0021-3225		Iugosl Physiol Pharmacol Acta	133265
3345	Jikeikai medical journal	Jikeikai Med J	0021-6968		Jikeikai Med J	2985186R
3347	IRCS journal of international research communications	ICRS J Int Res Commun	0300-5569		ICRS J Int Res Commun	7505550
3348	Journal de microscopie	J Microsc (Paris)	0021-7921		J Microsc (Paris)	7512145
3350	Journal of zoology	J Zool	0022-5460		J. Zool.	142477
3352	Medical gynaecology, andrology, and sociology	Med Gynaecol Androl Sociol	0300-5828		Med Gynaecol Androl Sociol	362525
3353	Medycyna weterynaryjna	Med Weter	0025-8628		Med. Weter.	413416
3354	Nobel Symposium	Nobel Symp	0346-8313		Nobel Symp	100960872
3355	Obstetrica si ginecologia	Obstet Ginecol (Bucur)	0029-781X		Obstet Ginecol (Bucur)	7513657
3356	Opuscula medica	Opusc Med	0030-414X		Opusc Med	2985034R
3357	People	People	0301-5645		People	411340
3358	Population reports. Series A, Oral contraceptives	Popul Rep A	0097-9074		Popul Rep A	7501604
3359	Population reports. Series B, Intrauterine devices	Popul Rep B	0092-9344		Popul Rep B	410014
3360	Population reports. Series E, Law and policy	Popul Rep E	0097-9082		Popul Rep E	7501605
3361	Population reports. Series F, Pregnancy termination	Popul Rep F	0091-9284		Popul Rep F	376215
3362	Population reports. Series G, Prostaglandins	Popul Rep G	0091-9276		Popul Rep G	376216
3363	Population reports. Series H, Barrier methods	Popul Rep H	0093-4496		Popul Rep H	415051
3364	Population reports. Series I, Periodic abstinence	Popul Rep I	0097-9090		Popul Rep I	7501606
3365	Population reports. Series J, Family planning programs	Popul Rep J	0091-925X		Popul Rep J	377050
3366	Revue roumaine d'endocrinologie	Rev Roum Endocrinol	0035-4015		Rev Roum Endocrinol	7502193
3367	Scripta medica	Scr Med (Brno)	1211-3395		Scr Med (Brno)	2984844R
3368	Population reports. Series K, Injectables and implants	Popul Rep K	0097-9104		Popul Rep K	7505819
3369	Tierarztliche Umschau	Tierarztl Umsch	0049-3864		Tierarztl Umsch	404413
3370	Veterinarstvi	Veterinarstvi	0506-8231		Veterinarstvi	102017
3371	Veterinary medical review	Vet Med Rev	0506-8274		Vet Med Rev	60752
3372	Zuchthygiene	Zuchthygiene	0044-5371		Zuchthygiene	56272
3375	Nihon Funin Gakkai zasshi	Nihon Funin Gakkai Zasshi	0029-0629		Nihon Funin Gakkai Zasshi	7505712
3377	Obstetricia y ginecologia latino-americanas	Obstet Ginecol Lat Am	0029-7836		Obstet Ginecol Lat Am	19310500R
3378	The Pakistan journal of surgery, gynaecology, and obstetrics	Pak J Surg Gynaecol Obstet	0030-9907		Pak J Surg Gynaecol Obstet	401120
3379	Patologia e clinica ostetrica e ginecologica	Patol Clin Ostet Ginecol	0304-0313		Patol Clin Ostet Ginecol	434617
3380	Reproduccion	Reproduccion	0303-5220		Reproduccion	427161
3383	Advances in planned parenthood	Adv Plan Parent	0065-3179		Adv Plan Parent	7513751
3384	Journal de microscopie et de biologie cellulaire	J Microsc Biol Cell	0395-9260		J Microsc Biol Cell	7512144
3385	British journal of sexual medicine	Br J Sex Med	0301-5572	2045-7847	Br J Sex Med	411230
3386	Family planning	Fam Plann	0014-7338		Fam Plann	7703901
3388	Population reports (Washington, D.C.). Series D, Sterilization	Popul Rep D	0093-4488		Popul Rep D	415050
3390	Developments in biological standardization	Dev Biol Stand	0301-5149		Dev. Biol. Stand.	427140
3394	Developmental medicine and child neurology. Supplement	Dev Med Child Neurol Suppl	0419-0238	1758-9428	Dev Med Child Neurol Suppl	6762
3396	Le Diabete	Diabete	0012-1770		Diabete	2984746R
3401	Diastema	Diastema	0419-0955		Diastema	7801718
3405	Dimensions in health service	Dimens Health Serv	0317-7645		Dimens Health Serv	411256
3406	Diseases of the chest	Dis Chest	0096-0217		Dis Chest	231342
3408	Dental practice management	Dent Pract Manage	0827-1305		Dent Pract Manage	8604123
3409	Dental teamwork	Dent Teamwork	0895-318X		Dent Teamwork	8810189
3412	Dentistry (American Student Dental Association)	Dentistry	0277-3635		Dentistry	8302067
3415	Developmental pharmacology and therapeutics	Dev Pharmacol Ther	0379-8305		Dev Pharmacol Ther	8003947
3418	Diagnostic imaging	Diagn Imaging	0378-9837		Diagn Imaging	7908105
3419	Diagnostic histopathology / published in association with the Pathological Society of Great Britain and Ireland	Diagn Histopathol	0272-7749		Diagn Histopathol	8103005
3420	Diseases of the nervous system	Dis Nerv Syst	0012-3714		Dis Nerv Syst	370666
3421	Dakar medical	Dakar Med	0049-1101		Dakar Med	7907630
3424	Discussions of the Faraday Society	Discuss Faraday Soc	0014-7664		Discuss Faraday Soc	7507090
3425	Contract (New York, N.Y. : 1960)	Contract	0010-7832		Contract	9877767
3427	District nursing	Dist Nurs	0012-4044		Dist Nurs	366533
3429	Divulgacion cultural odontologica	Divulg Cult Odontol	0070-6752		Divulg Cult Odontol	7110
3432	Directors & boards	Dir Boards	0364-9156		Dir Boards	9877851
3435	Zhonghua zhong liu za zhi [Chinese journal of oncology]	Zhonghua Zhong Liu Za Zhi	0253-3766		Zhonghua Zhong Liu Za Zhi	7910681
3437	Diagnostic gynecology and obstetrics	Diagn Gynecol Obstet	0196-9617		Diagn Gynecol Obstet	8005367
3438	Doklady Akademii nauk SSSR	Dokl Akad Nauk SSSR	0002-3264		Dokl. Akad. Nauk SSSR	7505465
3439	Discharge planning update	Disch Plann Update	0276-4652		Disch Plann Update	8211490
3440	Drugs under experimental and clinical research	Drugs Exp Clin Res	0378-6501		Drugs Exp Clin Res	7802135
3441	Zhonghua xin xue guan bing za zhi	Zhonghua Xin Xue Guan Bing Za Zhi	0253-3758		Zhonghua Xin Xue Guan Bing Za Zhi	7910682
3442	Dental-revue (Solothurn, Switzerland)	Dent Rev	0255-6928		Dent Rev	8605753
3443	Comptes rendus de l'Academie Bulgare des sciences : sciences mathematiques et naturelles	C R Acad Bulg Sci	0366-8681		C R Acad Bulg Sci	7509180
3447	Drug intelligence & clinical pharmacy	Drug Intell Clin Pharm	0012-6578		Drug Intell Clin Pharm	212457
3449	Dermatosen in Beruf und Umwelt. Occupation and environment	Derm Beruf Umwelt	0343-2432		Derm Beruf Umwelt	7802820
3450	Drug therapeutics	Drug Ther	0163-1705		Drug Ther	7908371
3451	Drug-nutrient interactions	Drug Nutr Interact	0272-3530		Drug Nutr Interact	8307198
3456	Deutsche Apotheker-Zeitung	Dtsch Apoth Ztg	0011-9857		Dtsch Apoth Ztg	372624
3457	Deutsches Archiv fur klinische Medizin	Dtsch Arch Klin Med	0366-8576		Dtsch Arch Klin Med	60760
3459	Das Deutsche Gesundheitswesen	Dtsch Gesundheitsw	0012-0219		Dtsch Gesundheitsw	433572
3460	Deutsche Krankenpflegezeitschrift	Dtsch Krankenpflegez	0012-074X		Dtsch Krankenpflegez	323406
3461	Deutsches medizinisches Journal	Dtsch Med J	0012-1320		Dtsch Med J	420573
3464	Deutsche Stomatologie	Dtsch Stomatol	0012-0790		Dtsch Stomatol	421425
3465	Deutsche tierarztliche Wochenschrift	Dtsch Tierarztl Wochenschr	0012-0847		Dtsch Tierarztl Wochenschr	33620
3466	DTW. Deutsche tierarztliche Wochenschrift	Dtsch Tierarztl Wochenschr	0341-6593		DTW. Dtsch. Tierarztl. Wochenschr.	7706565
3469	Developments in toxicology and environmental science	Dev Toxicol Environ Sci	0165-2214		Dev Toxicol Environ Sci	7706742
3470	Deutsche Zeitschrift fur Nervenheilkunde	Dtsch Z Nervenheilkd	0367-004X		Dtsch Z Nervenheilkd	266603
3471	Deutsche Zeitschrift fur Verdauungs- und Stoffwechselkrankheiten	Dtsch Z Verdau Stoffwechselkr	0012-1053		Dtsch Z Verdau Stoffwechselkr	372760
3472	Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt fur die gesamte Zahn-, Mund-, und Kieferheilkunde	Dtsch Zahn Mund Kieferheilkd Zentralbl Gesamte	0012-1010		Dtsch Zahn Mund Kieferheilkd Zentralbl Gesamte	434571
3474	Deutsche zahnarztliche Zeitschrift	Dtsch Zahnarztl Z	0012-1029		Dtsch Zahnarztl Z	2984745R
3475	Ebony	Ebony	0012-9011		Ebony	9877770
3476	Educational directions for dental auxiliaries	Educ Dir Dent Aux	0363-3888		Educ Dir Dent Aux	7608320
3477	Deutsches Zentralblatt fur Krankenpflege	Dtsch Zentralbl Krankenpfl	0417-3678		Dtsch Zentralbl Krankenpfl	19730430R
3480	Duodecim; laaketieteellinen aikakauskirja	Duodecim	0012-7183		Duodecim	373207
3482	Ear, nose, & throat journal	Ear Nose Throat J	0145-5613	1942-7522	Ear Nose Throat J	7701817
3483	East African medical journal	East Afr Med J	0012-835X		East Afr Med J	372766
3487	Edinburgh Dental Hospital gazette	Edinb Dent Hosp Gaz	0013-0907		Edinb Dent Hosp Gaz	7506567
3488	Educacion dental	Educ Dent (Ica)	0013-1083		Educ Dent (Ica)	122442
3489	Educacion medica y salud	Educ Med Salud	0013-1091		Educ Med Salud	70163
3491	Egyptian dental journal	Egypt Dent J	0070-9484		Egypt Dent J	373212
3492	Egyptian journal of bilharziasis	Egypt J Bilharz	0301-8849		Egypt J Bilharz	415526
3493	Bulletin of the 8th District Dental Society	Bull Eighth Dist Dent Soc	0190-0277		Bull Eighth Dist Dent Soc	7806517
3494	Ekologiia	Ekologiia	0367-0597		Ekologiia	7611750
3495	Educational & industrial television	Educ Ind Telev	0046-1466		Educ Ind Telev	345573
3496	Eksperimental'naia khirurgiia i anesteziologiia	Eksp Khir Anesteziol	0013-3329		Eksp Khir Anesteziol	373214
3497	Employee benefit plan review	Employee Benefit Plan Rev	0013-6808		Employee Benefit Plan Rev	7703663
3498	Employee relations law journal	Employee Relat Law J	0098-8898		Employee Relat Law J	9877772
3499	Eksperimentalna meditsina i morfologiia	Eksp Med Morfol	0367-0643		Eksp Med Morfol	7506
3500	Eksperimental'naia onkologiia	Eksp Onkol	0204-3564		Eksp. Onkol.	8406659
3501	EEG-EMG Zeitschrift fur Elektroenzephalographie, Elektromyographie und verwandte Gebiete	EEG EMG Z Elektroenzephalogr Elektromyogr Verwandte Geb	0012-7590		EEG EMG Z Elektroenzephalogr Elektromyogr Verwandte Geb	264413
3502	Electrodiagnostic-Therapie	Electrodiagn Ther	0424-8120		Electrodiagn Ther	33671
3504	Ecology of disease	Ecol Dis	0278-4300		Ecol Dis	8214784
3506	Electroencephalography and clinical neurophysiology. Supplement	Electroencephalogr Clin Neurophysiol Suppl	0424-8155		Electroencephalogr Clin Neurophysiol Suppl	375036
3507	Electromyography and clinical neurophysiology	Electromyogr Clin Neurophysiol	0301-150X		Electromyogr Clin Neurophysiol	327533
3509	Electromyography	Electromyography	0013-4732		Electromyography	330363
3512	Emergency planning digest	Emerg Plann Dig	0317-3518		Emerg Plann Dig	9878434
3515	ENLB. Emergency nurse legal bulletin	ENLB Emerg Nurse Leg Bull	0098-1516		ENLB Emerg Nurse Leg Bull	7506581
3516	Emergency medical services	Emerg Med Serv	0094-6575		Emerg Med Serv	431735
3518	Employee benefits journal	Empl Benefits J	0361-4050		Empl Benefits J	7703664
3519	Emergency department news : EDN	Emerg Dep News	0195-3281		Emerg Dep News	8100351
3521	Endocrine research communications	Endocr Res Commun	0093-6391		Endocr Res Commun	426337
3522	Endocrinologia experimentalis	Endocrinol Exp	0013-7200		Endocrinol. Exp.	125712
3525	Emergency medicine	Emerg Med (N Y)	0013-6654		Emerg Med (N Y)	214330
3527	Emphasis, nursing / Los Angeles County, Harbor-UCLA Medical Center, Nursing Department	Emphasis Nurs	0886-7143		Emphasis Nurs	8509371
3528	Endocrinologia e scienza della costituzione	Endocrinol Sci Cost	0013-7197		Endocrinol Sci Cost	71535
3531	Endodoncia	Endodoncia (Mex)	0071-0261		Endodoncia (Mex)	125466
3532	Effective health care	Eff Health Care	0167-871X		Eff Health Care	8309796
3533	Endodontics & dental traumatology	Endod Dent Traumatol	0109-2502		Endod Dent Traumatol	8508054
3534	Endokrinologie	Endokrinologie	0013-7251		Endokrinologie	370675
3537	Revista del Colegio Nacional de Enfermeras	Rev Col Nac Enferm	0045-7329		Rev Col Nac Enferm	7505980
3539	Enfermeria	Enfermeria	0378-6285		Enfermeria	7701824
3541	Executive housekeeping today / the official magazine of the National Executive Housekeepers Association	Exec Housekeep Today	0738-6583		Exec Housekeep Today	8915365
3542	The Endodontic report	Endod Rep	0899-8973		Endod Rep	8804061
3543	Environmental biology and medicine	Environ Biol Med	0046-2233		Environ Biol Med	372224
3547	Environmental health series. RH, Radiological health	Environ Health Ser Radiol Health	0071-0911		Environ Health Ser Radiol Health	216004
3549	Enzymologia biologica et clinica	Enzymol Biol Clin (Basel)	0425-1423		Enzymol Biol Clin (Basel)	1262560
3550	Environmental physiology & biochemistry	Environ Physiol Biochem	0300-5429		Environ Physiol Biochem	7610449
3551	Environmental quality and safety	Environ Qual Saf	0300-824X		Environ Qual Saf	332077
3552	Enzyme	Enzyme	0013-9432		Enzyme	1262265
3553	Environmental quality and safety. Supplement	Environ Qual Saf Suppl	0340-4714		Environ Qual Saf Suppl	7512713
3554	University of Toronto dental journal	Univ Tor Dent J	0843-5812		Univ Tor Dent J	8808558
3555	Enzymologia	Enzymologia	0013-9424		Enzymologia	427141
3556	Employee health & fitness	Empl Health Fit	0199-6304		Empl Health Fit	9878622
3559	Epatologia (Roma)	Epatologia	0013-9475		Epatologia	401042
3561	Epheta; revista de enfermeria y accion social	Epheta	0071-0970		Epheta	57376
3562	Enfoque	Enfoque	0101-3408		Enfoque	9879302
3563	Epidemiology and community health	Epidemiol Community Health	0142-467X		Epidemiol Community Health	7907645
3564	E-ITV	EITV	0743-7773		EITV	8309795
3571	European journal of toxicology and hygiene of environment	Eur J Toxicol Hyg Environ	0398-8023		Eur J Toxicol Hyg Environ	7501126
3574	Health trends	Health Trends	0017-9132		Health Trends	233525
3575	Ergebnisse der Anatomie und Entwicklungsgeschichte	Ergeb Anat Entwicklungsgesch	0071-1098		Ergeb Anat Entwicklungsgesch	404053
3576	1199 news. National Union of Hospital and Health Care Employees. District 1199	1199 News	0012-6535		1199 News	9875136
3577	Ergebnisse der Chirurgie und Orthopadie	Ergeb Chir Orthop	0300-8681		Ergeb Chir Orthop	7611997
3578	Ergebnisse der inneren Medizin und Kinderheilkunde	Ergeb Inn Med Kinderheilkd	0071-111X		Ergeb Inn Med Kinderheilkd	370703
3580	Ergebnisse der Mikrobiologie, Immunitatsforschung und experimentellen Therapie	Ergeb Mikrobiol Immunitatsforsch Exp Ther	0367-1003		Ergeb Mikrobiol Immunitatsforsch Exp Ther	111273
3590	Emergency	Emergency	0162-5942		Emergency	7910894
3592	Essays in fundamental immunology	Essays Fundam Immunol	0301-4703		Essays Fundam Immunol	402264
3593	Essays in neurochemistry and neuropharmacology	Essays Neurochem Neuropharmacol	0147-0205		Essays Neurochem Neuropharmacol	7703003
3594	Estomatologia e cultura	Estomatol Cult	0014-1364		Estomatol Cult	1275101
3597	Estomatologia	Estomatologia	0014-1356		Estomatologia	33754
3598	ET journal	ET J	0195-9883		ET J	7906030
3599	Ethics in science & medicine	Ethics Sci Med	0306-4581		Ethics Sci Med	7510822
3600	Ethiopian medical journal	Ethiop Med J	0014-1755		Ethiop. Med. J.	373223
3603	Eugenics Society symposia	Eugen Soc Symp	0071-223X		Eugen Soc Symp	7507110
3610	European journal of cardiology	Eur J Cardiol	0301-4711		Eur J Cardiol	404054
3615	European journal of toxicology	Eur J Toxicol	0021-8219		Eur J Toxicol	422351
3616	Europa medica. [Edicion espanola]	Eur Med (Paris)	0375-8869		Eur Med (Paris)	106040
3617	European journal of toxicology and environmental hygiene. Journal europeen de toxicologie	Eur J Toxicol Environ Hyg	0397-4693		Eur J Toxicol Environ Hyg	7501125
3618	European journal of gynaecological oncology	Eur J Gynaecol Oncol	0392-2936		Eur. J. Gynaecol. Oncol.	8100357
3624	European journal of rheumatology and inflammation	Eur J Rheumatol Inflamm	0140-1610		Eur J Rheumatol Inflamm	7805765
3625	European journal of cell biology. Supplement	Eur J Cell Biol Suppl	0724-5130		Eur J Cell Biol Suppl	8303754
3637	Jikken dobutsu. Experimental animals	Jikken Dobutsu	0007-5124		Jikken Dobutsu	1256412
3638	Experimental biology and medicine	Exp Biol Med	0071-3384		Exp. Biol. Med.	114060
3640	Dental journal	Dent J	0382-8514		Dent J	411252
3642	Experimental and clinical endocrinology	Exp Clin Endocrinol	0232-7384		Exp. Clin. Endocrinol.	8302802
3645	Experimental embryology and teratology	Exp Embryol Teratol	0306-2090		Exp Embryol Teratol	7513591
3649	Epidemiologia e prevenzione	Epidemiol Prev	1120-9763		Epidemiol Prev	8902507
3652	European journal of respiratory diseases	Eur J Respir Dis	0106-4339		Eur J Respir Dis	8006891
3653	Experimentelle Medizin, Pathologie und Klinik	Exp Med Pathol Klin	0071-3430		Exp Med Pathol Klin	34007
3654	European journal of respiratory diseases. Supplement	Eur J Respir Dis Suppl	0106-4347		Eur J Respir Dis Suppl	8010618
3655	Experimental medicine and surgery	Exp Med Surg	0014-4878		Exp Med Surg	435437
3656	Experientia. Supplementum	Experientia Suppl	0071-335X		Experientia Suppl.	320043
3657	Experimental biology	Exp Biol	0176-8638		Exp Biol	8503247
3664	Experimental pathology. Supplement = Experimentelle Pathologie. Supplement	Exp Pathol Suppl	0323-6102		Exp Pathol Suppl	8300901
3666	Experientia	Experientia	0014-4754		Experientia	376547
3669	Family health	Fam Health	0014-7249		Fam Health	7610780
3670	Fukuoka Shika Daigaku Gakkai zasshi	Fukuoka Shika Daigaku Gakkai Zasshi	0385-0064		Fukuoka Shika Daigaku Gakkai Zasshi	8219599
3671	Exposes annuels de biochimie medicale	Expos Annu Biochim Med	0300-9076		Expos Annu Biochim Med	71567
3674	European journal of haematology. Supplementum	Eur J Haematol Suppl	0902-4506		Eur J Haematol Suppl	8703474
3675	Eye, ear, nose & throat monthly	Eye Ear Nose Throat Mon	0014-5491		Eye Ear Nose Throat Mon	370714
3677	FAO nutritional studies	FAO Nutr Stud	0071-7088		FAO Nutr Stud	373230
3678	FAO nutrition meetings report series	FAO Nutr Meet Rep Ser	0071-707X		FAO Nutr Meet Rep Ser	373227
3679	FAO food and nutrition paper	FAO Food Nutr Pap	0254-4725		FAO Food Nutr Pap	8110156
3680	Facial orthopedics and temporomandibular arthrology	Facial Orthop Temporomandibular Arthrol	0749-0399		Facial Orthop Temporomandibular Arthrol	8510890
3681	FAO food and nutrition series	FAO Food Nutr Ser	1014-3181		FAO Food Nutr Ser	7804985
3684	"Yan ke xue bao = Eye science / ""Yan ke xue bao"" bian ji bu"	Yan Ke Xue Bao	1000-4432		Yan Ke Xue Bao	8605666
3687	Farmatsevtychnyi zhurnal	Farm Zh	0367-3057		Farm Zh	374603
3688	Il Farmaco; edizione pratica	Farmaco Prat	0430-0912		Farmaco Prat	376330
3689	Il Farmaco; edizione scientifica	Farmaco Sci	0430-0920		Farmaco Sci	370716
